"recordTime","hotArr.word","hotArr.word_scheme","hotArr.label_name","hotArr.num","hotArr.category","hotArr.note"
"1673416491602","1888万彩礼","#1888万彩礼#","热",3262209,"社会新闻","1888万彩礼"
,"辉瑞CEO称新冠药不能太便宜","#辉瑞CEO称新冠药不能太便宜#","新",1080038,"社会新闻","辉瑞CEO称新冠药不能太便宜"
,"新冠康复如何做到清淡饮食","#新冠康复如何做到清淡饮食#","",987826,"社会新闻","新冠康复如何做到清淡饮食"
,"一家4口三亚溺水全部遇难","#一家4口三亚溺水全部遇难#","热",985318,"社会新闻","一家4口三亚溺水全部遇难"
,"权志龙姐姐开北京首店","#权志龙姐姐开北京首店#","热",948824,"艺人","权志龙姐姐开北京首店"
,"灰太狼的羊称家暴出轨均为虚构","#灰太狼的羊称家暴出轨均为虚构#","新",883750,"网红,社会新闻","灰太狼的羊称家暴出轨均为虚构"
,"藤萝为枝","藤萝为枝","新",872255,"其它","藤萝为枝"
,"3岁男童反复呕吐被确诊癌症晚期","#3岁男童反复呕吐被确诊癌症晚期#","新",803105,"社会新闻","3岁男童反复呕吐被确诊癌症晚期"
,"短发新娘不穿婚纱被误认成伴郎","#短发新娘不穿婚纱被误认成伴郎#","新",727209,"社会新闻","短发新娘不穿婚纱被误认成伴郎"
,"杨紫琼金球奖影后","#杨紫琼金球奖影后#","沸",593824,"影视","杨紫琼金球奖影后"
,"网购60支冰淇淋到货发现用30箱装","#网购60支冰淇淋到货发现用30箱装#","新",592944,"社会新闻","网购60支冰淇淋到货发现用30箱装"
,"虞书欣早期生图","#虞书欣早期生图#","",564769,"作品衍生","虞书欣早期生图"
,"余景天就机场拥堵事件道歉","#余景天就机场拥堵事件道歉#","热",543935,"社会新闻,艺人","余景天就机场拥堵事件道歉"
,"iPhone16Pro或取消灵动岛","#iPhone16Pro或取消灵动岛#","",521096,"科技","iPhone16Pro或取消灵动岛"
,"程耳对王一博说咱俩吃饭去得了","#程耳对王一博说咱俩吃饭去得了#","新",466821,"影视","程耳对王一博说咱俩吃饭去得了"
,"电费1个月3481元竟有电费刺客","#电费1个月3481元竟有电费刺客#","热",437723,"社会新闻","电费1个月3481元竟有电费刺客"
,"中国目前流行毒株是世界其他地方已存在毒株","#中国目前流行毒株是世界其他地方已存在毒株#","新",435206,"社会新闻","中国目前流行毒株是世界其他地方已存在毒株"
,"韩国要求香港航班只能降落仁川机场","#韩国要求香港航班只能降落仁川机场#","",393279,"社会新闻","韩国要求香港航班只能降落仁川机场"
,"女孩上门迎娶自己的新郎","#女孩上门迎娶自己的新郎#","",359469,"情感","女孩上门迎娶自己的新郎"
,"没想到这猫咪居然这么脏","#没想到这猫咪居然这么脏#","新",350574,"幽默","没想到这猫咪居然这么脏"
,"日本发红色挂件标记中国旅客","#日本发红色挂件标记中国旅客#","",319286,"社会新闻","日本发红色挂件标记中国旅客"
,"优衣库日本员工将涨薪40%","#优衣库日本员工将涨薪40%#","新",277226,"财经","优衣库日本员工将涨薪40%"
,"张雪迎说小女沈妙今日大婚","#张雪迎说小女沈妙今日大婚#","新",261457,"影视","张雪迎说小女沈妙今日大婚"
,"韩国","#韩国#","热",251158,"国外要闻","韩国"
,"泰国出境机票预订量第一","#泰国出境机票预订量第一#","",249637,"旅游","泰国出境机票预订量第一"
,"王鹤棣片场逗狗花絮","#王鹤棣片场逗狗花絮#","新",242249,"影视","王鹤棣片场逗狗花絮"
,"男子鱼刺卡喉反复按压致脑梗","#男子鱼刺卡喉反复按压致脑梗#","新",238894,"社会新闻","男子鱼刺卡喉反复按压致脑梗"
,"深圳生育第三孩累计补贴1.9万元","#深圳生育第三孩累计补贴1.9万元#","",232674,"社会新闻","深圳生育第三孩累计补贴1.9万元"
,"肖战两次获得影视榜样年度人气男演员","#肖战两次获得影视榜样年度人气男演员#","",229333,"影视","肖战两次获得影视榜样年度人气男演员"
,"一公司就给员工加薪50元道歉","#一公司就给员工加薪50元道歉#","",219989,"社会新闻","一公司就给员工加薪50元道歉"
,"大侦探8新春演唱会票价","#大侦探8新春演唱会票价#","",219050,"综艺","大侦探8新春演唱会票价"
,"曝以爱为营剧组拖欠群演薪资","#曝以爱为营剧组拖欠群演薪资#","",207917,"艺人","曝以爱为营剧组拖欠群演薪资"
,"iPhone15全系将搭载灵动岛","#iPhone15全系将搭载灵动岛#","",201254,"科技","iPhone15全系将搭载灵动岛"
,"赵丽颖待播影视作品","#赵丽颖待播影视作品#","",199728,"影视","赵丽颖待播影视作品"
,"易烊千玺入选2022华语院线出彩演员","#易烊千玺入选2022华语院线出彩演员#","",188031,"影视","易烊千玺入选2022华语院线出彩演员"
,"老人去世00后担起重任帮抬棺","#老人去世00后担起重任帮抬棺#","新",184665,"社会新闻","老人去世00后担起重任帮抬棺"
,"人民网评电视收费乱象","#人民网评电视收费乱象#","",184109,"社会新闻,科技","人民网评电视收费乱象"
,"李现吃黄焖鸡要多加土豆","#李现吃黄焖鸡要多加土豆#","",183865,"作品衍生","李现吃黄焖鸡要多加土豆"
,"C罗合同无帮助申办世界杯条款","#C罗合同无帮助申办世界杯条款#","",177644,"体育,社会新闻","C罗合同无帮助申办世界杯条款"
,"各地大学生出手了","#各地大学生出手了#","",174342,"幽默,教育","各地大学生出手了"
,"微博音乐盛典今日官宣阵容","#微博音乐盛典今日官宣阵容#","新",167719,"音乐","微博音乐盛典今日官宣阵容"
,"三亚失联男孩尸体疑似被找到","#三亚失联男孩尸体疑似被找到#","",159304,"社会负面","三亚失联男孩尸体疑似被找到"
,"亲历者讲述入境韩国被关小黑屋","#亲历者讲述入境韩国被关小黑屋#","新",144928,"社会新闻","亲历者讲述入境韩国被关小黑屋"
,"太阳vs勇士","#太阳vs勇士#","",130894,"体育","太阳vs勇士"
,"韩国男子杀害中国妻子未遂获减刑","#韩国男子杀害中国妻子未遂获减刑#","",130469,"社会负面","韩国男子杀害中国妻子未遂获减刑"
,"上海人凌晨五点还在叫火锅外卖","#上海人凌晨五点还在叫火锅外卖#","",129766,"社会新闻","上海人凌晨五点还在叫火锅外卖"
,"欧盟就自中国入境航班指引达成一致","#欧盟就自中国入境航班指引达成一致#","",128899,"社会新闻,旅游","欧盟就自中国入境航班指引达成一致"
,"爸妈是真不拿我当外人啊","#爸妈是真不拿我当外人啊#","",127972,"情感","爸妈是真不拿我当外人啊"
,"金毛绝育后瘫坐副驾驶不下车","#金毛绝育后瘫坐副驾驶不下车#","",116729,"社会新闻","金毛绝育后瘫坐副驾驶不下车"
,"上海严公子","上海严公子","新",115325,"社会新闻","上海严公子"
"1673418203651","灰太狼的羊称家暴出轨均为虚构","#灰太狼的羊称家暴出轨均为虚构#","新",1236107,"网红,社会新闻","灰太狼的羊称家暴出轨均为虚构"
,"短发新娘不穿婚纱被误认成伴郎","#短发新娘不穿婚纱被误认成伴郎#","新",1181209,"社会新闻","短发新娘不穿婚纱被误认成伴郎"
,"新冠康复如何做到清淡饮食","#新冠康复如何做到清淡饮食#","",854312,"社会新闻","新冠康复如何做到清淡饮食"
,"上海严公子","上海严公子","新",853943,"社会新闻","上海严公子"
,"权志龙姐姐开北京首店","#权志龙姐姐开北京首店#","热",794926,"艺人","权志龙姐姐开北京首店"
,"网购60支冰淇淋到货发现用30箱装","#网购60支冰淇淋到货发现用30箱装#","新",766728,"社会新闻","网购60支冰淇淋到货发现用30箱装"
,"辉瑞称中国是第二大经济体新冠药不能太便宜","#辉瑞称中国是第二大经济体新冠药不能太便宜#","",663994,"社会新闻","辉瑞称中国是第二大经济体新冠药不能太便宜"
,"藤萝为枝","藤萝为枝","",633514,"其它","藤萝为枝"
,"3岁男童反复呕吐被确诊癌症晚期","#3岁男童反复呕吐被确诊癌症晚期#","",608546,"社会新闻","3岁男童反复呕吐被确诊癌症晚期"
,"一家4口三亚溺水全部遇难","#一家4口三亚溺水全部遇难#","热",605803,"社会新闻","一家4口三亚溺水全部遇难"
,"余景天就机场拥堵事件道歉","#余景天就机场拥堵事件道歉#","热",583825,"社会新闻,艺人","余景天就机场拥堵事件道歉"
,"老人去世00后担起重任帮抬棺","#老人去世00后担起重任帮抬棺#","新",556367,"社会新闻","老人去世00后担起重任帮抬棺"
,"虞书欣早期生图","#虞书欣早期生图#","",549126,"作品衍生","虞书欣早期生图"
,"程耳对王一博说咱俩吃饭去得了","#程耳对王一博说咱俩吃饭去得了#","新",534367,"影视","程耳对王一博说咱俩吃饭去得了"
,"iPhone16Pro或取消灵动岛","#iPhone16Pro或取消灵动岛#","",487087,"科技","iPhone16Pro或取消灵动岛"
,"杨紫琼金球奖影后","#杨紫琼金球奖影后#","",403622,"影视","杨紫琼金球奖影后"
,"中国目前流行毒株是世界其他地方已存在毒株","#中国目前流行毒株是世界其他地方已存在毒株#","",398057,"社会新闻","中国目前流行毒株是世界其他地方已存在毒株"
,"电费1个月3481元竟有电费刺客","#电费1个月3481元竟有电费刺客#","热",353648,"社会新闻","电费1个月3481元竟有电费刺客"
,"韩国要求香港航班只能降落仁川机场","#韩国要求香港航班只能降落仁川机场#","",330570,"社会新闻","韩国要求香港航班只能降落仁川机场"
,"没想到这猫咪居然这么脏","#没想到这猫咪居然这么脏#","新",306863,"幽默","没想到这猫咪居然这么脏"
,"陈哲远回应被综艺之神眷顾","#陈哲远回应被综艺之神眷顾#","新",289124,"作品衍生","陈哲远回应被综艺之神眷顾"
,"优衣库日本员工将涨薪40%","#优衣库日本员工将涨薪40%#","新",267605,"财经","优衣库日本员工将涨薪40%"
,"张雪迎说小女沈妙今日大婚","#张雪迎说小女沈妙今日大婚#","新",262325,"影视","张雪迎说小女沈妙今日大婚"
,"日本发红色挂件标记中国旅客","#日本发红色挂件标记中国旅客#","",233653,"社会新闻","日本发红色挂件标记中国旅客"
,"少年歌行女性角色","#少年歌行女性角色#","新",220463,"影视","少年歌行女性角色"
,"男子鱼刺卡喉反复按压致脑梗","#男子鱼刺卡喉反复按压致脑梗#","新",218717,"社会新闻","男子鱼刺卡喉反复按压致脑梗"
,"女孩上门迎娶自己的新郎","#女孩上门迎娶自己的新郎#","",211372,"情感","女孩上门迎娶自己的新郎"
,"泰国出境机票预订量第一","#泰国出境机票预订量第一#","",193488,"旅游","泰国出境机票预订量第一"
,"狗狗演我晕车状态","#狗狗演我晕车状态#","新",190689,"幽默","狗狗演我晕车状态"
,"深圳生育第三孩累计补贴1.9万元","#深圳生育第三孩累计补贴1.9万元#","",189474,"社会新闻","深圳生育第三孩累计补贴1.9万元"
,"向风而行三大怨种","#向风而行三大怨种#","新",189399,"影视","向风而行三大怨种"
,"王鹤棣片场逗狗花絮","#王鹤棣片场逗狗花絮#","新",189386,"影视","王鹤棣片场逗狗花絮"
,"大侦探8新春演唱会票价","#大侦探8新春演唱会票价#","",189303,"综艺","大侦探8新春演唱会票价"
,"肖战两次获得影视榜样年度人气男演员","#肖战两次获得影视榜样年度人气男演员#","",179941,"影视","肖战两次获得影视榜样年度人气男演员"
,"人民网评电视收费乱象","#人民网评电视收费乱象#","",175683,"社会新闻,科技","人民网评电视收费乱象"
,"韩国","#韩国#","",175614,"国外要闻","韩国"
,"女孩坐地铁花半小时帮邻座抢车票","#女孩坐地铁花半小时帮邻座抢车票#","新",173375,"社会新闻","女孩坐地铁花半小时帮邻座抢车票"
